@id,@type,_id,address.area,address.district,audience,description,dtend,dtstart,event-location,excluded-days,free,id,link,location.latitude,location.longitude,organization.accesibility,organization.organization-name,price,relation.@id,time,title,uid
https://datos.madrid.es/egob/catalogo/tipo/evento/11630149-6-9-anos-the-enormous-turnip-tell-me-something-happy-before-i-go-to-sleep-.json,https://datos.madrid.es/egob/kos/actividades/CuentacuentosTiteresMarionetas,6240ba1fb7238a7b5ca2d1de,,,"Niños,Familias",,2022-04-29 23:59:00.0,2022-04-29 18:00:00.0,Biblioteca Pública Municipal Iván de Vargas (Centro),,1,11630149,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=61e982926d39f710VgnVCM2000001f4a900aRCRD,40.41410290844665,-3.7098591212735883,"1,6",Biblioteca Pública Municipal Iván de Vargas (Centro),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/5975465-biblioteca-publica-municipal-ivan-vargas-centro-.json,18:00,"6 a 9 años. 'The enormous turnip' &amp; 'Tell me something happy before I go to sleep'",11630149
https://datos.madrid.es/egob/catalogo/tipo/evento/11630145-6-9-anos-the-enormous-turnip-tell-me-something-happy-before-i-go-to-sleep-.json,https://datos.madrid.es/egob/kos/actividades/CuentacuentosTiteresMarionetas,6240ba1fb7238a7b5ca2d1df,,,"Niños,Familias",,2022-04-07 23:59:00.0,2022-04-07 18:00:00.0,Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas),,1,11630145,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bc982926d39f710VgnVCM2000001f4a900aRCRD,40.37790196240434,-3.6227296605039516,"1,6",Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1748-biblioteca-publica-municipal-gerardo-diego-villa-vallecas-.json,18:00,"6 a 9 años. 'The enormous turnip' &amp; 'Tell me something happy before I go to sleep'",11630145
https://datos.madrid.es/egob/catalogo/tipo/evento/11638253-absurda-realidad.json,https://datos.madrid.es/egob/kos/actividades/TeatroPerformance,6240ba1fb7238a7b5ca2d1e0,,,No audience,,2022-04-08 23:59:00.0,2022-04-08 19:00:00.0,Centro Cultural Casa de Vacas (Retiro),,1,11638253,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=594012a2e80cf710VgnVCM2000001f4a900aRCRD,40.41906024374356,-3.6840615387926956,1,Centro Cultural Casa de Vacas (Retiro),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1945-centro-cultural-casa-vacas-retiro-.json,19:00,Absurda realidad,11638253
https://datos.madrid.es/egob/catalogo/tipo/evento/11633790-achus-2-0.json,https://datos.madrid.es/egob/kos/actividades/CircoMagia,6240ba1fb7238a7b5ca2d1e1,,,Niños,,2022-04-29 23:59:00.0,2022-04-29 18:30:00.0,Centro Cultural Francisco Fatou (Villa de Vallecas),,1,11633790,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1350398ebdbaf710VgnVCM2000001f4a900aRCRD,40.379584618162156,-3.623110349262379,1,Centro Cultural Francisco Fatou (Villa de Vallecas),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1944-centro-cultural-francisco-fatou-villa-vallecas-.json,18:30,Achus 2.0,11633790
https://datos.madrid.es/egob/catalogo/tipo/evento/11629986-acoger-letras-borron-cuento-nuevo.json,https://datos.madrid.es/egob/kos/actividades/CuentacuentosTiteresMarionetas,6240ba1fb7238a7b5ca2d1e2,,,Niños,,2022-04-24 23:59:00.0,2022-04-24 12:00:00.0,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),,1,11629986,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=93d975556f29f710VgnVCM2000001f4a900aRCRD,40.43664778776818,-3.611362970564875,1,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1970-centro-sociocultural-miguel-cervantes-san-blas-canillejas-.json,12:00,Acoger las letras- Borrón y cuento nuevo,11629986
https://datos.madrid.es/egob/catalogo/tipo/evento/11618614-actividades-centro-juvenil-tetuan-punto-joven-marzo-2022.json,NaN,6240ba1fb7238a7b5ca2d1e3,,,Jovenes,"En la exposición de fotografía 'Soy Mujer', podrás ver y votar las fotos que han participado en este concurso de los Centros Juveniles. ¿Cuál será la ganadora? No pierdas la oportunidad y vota tu favorita del 18 al 25 de marzo  Fecha: de 18 de marzo al 10 de abril de 2022 en el horario de apertura del centro  Plazas: 50% Aforo",2022-03-31 23:59:00.0,2022-03-18 00:00:00.0,Centro Juvenil Tetuán Punto Joven,,1,11618614,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b76e067aee4f710VgnVCM2000001f4a900aRCRD,40.447199849232135,-3.6998771920981004,0,Centro Juvenil Tetuán Punto Joven,,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4923522-centro-juvenil-tetuan-punto-joven.json,,"Actividades en el centro juvenil 'Tetuán Punto Joven'. Marzo 2022",11618614
https://datos.madrid.es/egob/catalogo/tipo/evento/11633724-aida-sanchez-rojas-fotografia-.json,https://datos.madrid.es/egob/kos/actividades/Exposiciones,6240ba1fb7238a7b5ca2d1e4,,,No audience,Exposición de fotografías.,2022-04-30 23:59:00.0,2022-04-01 00:00:00.0,Centro Cultural José Luis Sampedro (Latina),14/4/2022;15/4/2022;,1,11633724,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6532d8bb0abaf710VgnVCM2000001f4a900aRCRD,40.40159394334669,-3.749110841406562,1,Centro Cultural José Luis Sampedro (Latina),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/142944-centro-cultural-jose-luis-sampedro-latina-.json,,Aída Sánchez Rojas. Fotografía.,11633724
https://datos.madrid.es/egob/catalogo/tipo/evento/11577981-ajo-mastretta-retiro-.json,https://datos.madrid.es/egob/kos/actividades/1ciudad21distritos,6240ba1fb7238a7b5ca2d1e5,,,No audience,,2022-05-27 23:59:00.0,2022-05-27 19:00:00.0,Centro Cultural Casa de Vacas (Retiro),,1,11577981,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a05f38431d98e710VgnVCM1000001d4a900aRCRD,40.41906024374356,-3.6840615387926956,1,Centro Cultural Casa de Vacas (Retiro),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1945-centro-cultural-casa-vacas-retiro-.json,19:00,Ajo y Mastretta (Retiro),11577981
https://datos.madrid.es/egob/catalogo/tipo/evento/11619179-alas-rotas.json,https://datos.madrid.es/egob/kos/actividades/Exposiciones,6240ba1fb7238a7b5ca2d1e6,,,No audience,,2022-03-31 23:59:00.0,2022-03-01 00:00:00.0,Centro Cultural Gloria Fuertes (Barajas),,1,11619179,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=478e3b0b5bf4f710VgnVCM1000001d4a900aRCRD,40.460622835379624,-3.5936877657335935,1,Centro Cultural Gloria Fuertes (Barajas),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/70243-centro-cultural-gloria-fuertes-barajas-.json,,Alas Rotas,11619179
https://datos.madrid.es/egob/catalogo/tipo/evento/11580167-alba-careta-group-chamberi.json,https://datos.madrid.es/egob/kos/actividades/1ciudad21distritos,6240ba1fb7238a7b5ca2d1e7,,,No audience,,2022-04-23 23:59:00.0,2022-04-23 19:00:00.0,Centro Cultural Galileo (Chamberí),,1,11580167,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0be3bb8b6169e710VgnVCM1000001d4a900aRCRD,40.43371190964793,-3.7104543597957758,2,Centro Cultural Galileo (Chamberí),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1921-centro-cultural-galileo-chamberi-.json,19:00,Alba Careta Group - Chamberi,11580167
https://datos.madrid.es/egob/catalogo/tipo/evento/11461500-album-familia-s-retratos-des-composicion.json,https://datos.madrid.es/egob/kos/actividades/ConferenciasColoquios,6240ba1fb7238a7b5ca2d1e8,,,No audience,,2022-05-24 23:59:00.0,2022-05-24 19:30:00.0,Centro de Cultura Contemporánea Conde Duque,,0,11461500,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bf0e1e2c15cb710VgnVCM1000001d4a900aRCRD,40.42802889001877,-3.710182353581842,1,Centro de Cultura Contemporánea Conde Duque,,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1916-centro-cultura-contemporanea-conde-duque.json,19:30,Álbum de familia(s): retratos en (des)composición,11461500
https://datos.madrid.es/egob/catalogo/tipo/evento/11605908-alejandro-aynos.json,https://datos.madrid.es/egob/kos/actividades/Exposiciones,6240ba1fb7238a7b5ca2d1e9,,,No audience,,2022-03-31 23:59:00.0,2022-03-16 00:00:00.0,"Centro Cultural Rafael Altamira, antes Palacete Quinta del Berro (Salamanca)",,1,11605908,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5dc78d019eb1f710VgnVCM2000001f4a900aRCRD,40.42206601994432,-3.662968075865235,"1,5","Centro Cultural Rafael Altamira, antes Palacete Quinta del Berro (Salamanca)",,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/114978-centro-cultural-rafael-altamira-antes-palacete-quinta-berro-salamanca-.json,,Alejandro Aynós,11605908
https://datos.madrid.es/egob/catalogo/tipo/evento/11605873-alfonso-camacho-coplas-cinefilas.json,https://datos.madrid.es/egob/kos/actividades/ProgramacionDestacadaAgendaCultura,6240ba1fb7238a7b5ca2d1ea,,,No audience,"TALLER DE FLAMENCO  (Alfonso Camacho, 2009-13, España, 69’) Entre febrero y mayo de 2009, un grupo de aficionados y profesionales del cante flamenco se reúne semanalmente en la Fábrica de sombreros, un centro social ocupado situado en el casco antiguo de Sevilla. El edificio, una construcción emblemática de finales del s. XIX, ha sido víctima del abandono y la especulación inmobiliaria durante años hasta su rehabilitación como centro social por parte de vecinos y colectivos del barrio de San Luis. El taller de cante combatirá además otro tipo de especulación, la que pretende separar el flamenco de la ciudadanía y del espacio público.   ORA MARÍTIMA  (Alfonso Camacho, 2020, España, 27’)  Una película recitada de forma flamenca. El mar y el cine como medida del tiempo. Cádiz, Palestina y el Caribe. Genet, Straub y Pericón. Tráiler https://www.youtube.com/watch?v=gHg6v3TYgQY   TONÁ  (en desarrollo) (Alfonso Camacho, España, 2022) Indiferente ante las apariencias que se mantienen idénticas a sí mismas, en palabras de Jean Epstein, el nuevo arte del cinematógrafo se consagraba al servicio del movimiento y de las fuerzas de transgresión y revuelta. En la misma época, Isadora Duncan y Loie Fuller cambiaban para siempre los rígidos esquemas de la danza clásica y hacían por primera vez que el baile se adaptara al cuerpo y no al revés. Adelanto de una película por venir, Toná nos propone una comunión entre ambas fuerzas móviles, cine y danza, en la que la bailarina Luz Arcas transitará el espacio de un género flamenco despojado de sus límites canónicos.   Presentación con el director Alfonso Camacho.",2022-03-27 23:59:00.0,2022-03-27 19:00:00.0,Cineteca Madrid,,0,11605873,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=be2480ffe0c1f710VgnVCM1000001d4a900aRCRD,40.391053041229135,-3.6958079719260075,1,Cineteca Madrid,,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/6963310-cineteca-madrid.json,19:00,Alfonso Camacho. Coplas cinéfilas,11605873
https://datos.madrid.es/egob/catalogo/tipo/evento/11632333-alma-flamenca.json,https://datos.madrid.es/egob/kos/actividades/DanzaBaile,6240ba1fb7238a7b5ca2d1eb,,,No audience,"Sinopsis: Espectáculo de cante y baile flamenco creado y dirigido por el prestigioso bailaor Mario Bueno. Estará acompañado de grandes profesionales: Guitarra, Cantaor, Percusión y Flauta, juntos se fusionarán para visionarnos el recorrido profesional de este gran Bailaor, a través de la danza. Duración: 60 min. Edad recomendada: todos los públicos.",2022-04-08 23:59:00.0,2022-04-08 19:00:00.0,Centro Sociocultural José de Espronceda (Tetuán),,1,11632333,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=933fdb4ca3c9f710VgnVCM1000001d4a900aRCRD,40.44863106357685,-3.7045265016586013,2,Centro Sociocultural José de Espronceda (Tetuán),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1947-centro-sociocultural-jose-espronceda-tetuan-.json,19:00,Alma Flamenca,11632333
https://datos.madrid.es/egob/catalogo/tipo/evento/11346047-alternative-sports.json,NaN,6240ba1fb7238a7b5ca2d1ec,,,Jovenes,"¿Quieres probar deportes que seguramente no conozcas y no sueles tener a tu disposición? Como por ejemplo indiacas, round net, ballons cup, frisbee ultimate….y muchos más…¡arriésgate!   Fecha y hora de celebración: sábado 16 de abril de 17 a 18 horas  Plazas: hasta completar aforo  Inscripciones: Hasta completar plazas. Inscripciones en www.bit.ly/inscripcioncj",2022-04-16 23:59:00.0,2022-04-16 17:00:00.0,Centro Juvenil Hontalbilla (Fuencarral - El Pardo),,1,11346047,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a6833b882128710VgnVCM1000001d4a900aRCRD,40.49231828430878,-3.6906342081203283,0,Centro Juvenil Hontalbilla (Fuencarral - El Pardo),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/5396226-centro-juvenil-hontalbilla-fuencarral-pardo-.json,17:00,Alternative Sports,11346047
https://datos.madrid.es/egob/catalogo/tipo/evento/11632857-alucina-vecina.json,https://datos.madrid.es/egob/kos/actividades/TeatroPerformance,6240ba1fb7238a7b5ca2d1ed,,,No audience,,2022-04-08 23:59:00.0,2022-04-08 19:00:00.0,Centro Cultural Zazuar (Villa de Vallecas),,1,11632857,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cf2ac3751d9f710VgnVCM1000001d4a900aRCRD,40.38281899948726,-3.606140062044455,1,Centro Cultural Zazuar (Villa de Vallecas),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1980-centro-cultural-zazuar-villa-vallecas-.json,19:00,Alucina vecina,11632857
https://datos.madrid.es/egob/catalogo/tipo/evento/11632487-amandine-savary.json,https://datos.madrid.es/egob/kos/actividades/Musica,6240ba1fb7238a7b5ca2d1ee,,,No audience,"Sinopsis: Esta guitarrista, cantante, compositora y pedagoga, ha realizado varios conciertos en estilos muy diferentes: Chanson française, Pop, Jazz y Música Clásica. Duración: 60 min. Edad recomendada: todos los públicos",2022-04-16 23:59:00.0,2022-04-16 19:00:00.0,Centro Cultural Eduardo Úrculo (Tetuán),,1,11632487,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=038965b21bc9f710VgnVCM1000001d4a900aRCRD,40.46903299144094,-3.6976620067964996,1,Centro Cultural Eduardo Úrculo (Tetuán),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/5498725-centro-cultural-eduardo-urculo-tetuan-.json,19:00,Amandine Savary,11632487
https://datos.madrid.es/egob/catalogo/tipo/evento/11633749-amanece-que-no-es-mucho.json,https://datos.madrid.es/egob/kos/actividades/TeatroPerformance/ComediaMonologo,6240ba1fb7238a7b5ca2d1ef,,,No audience,"La compañía 'Toligos Teatro' presenta este monólogo de  'Stan    Monchales'. Una obra de teatro unipersonal, donde Stan Monchales pone cuerpo y voz a veinte personajes de la película, en una village movie teatral sin precedentes. Teodoro es el guía de una historia en la que, aunque no están todos los que son, sí son todos los que están en 'Amanece que no es mucho'.",2022-04-08 23:59:00.0,2022-04-08 19:00:00.0,Centro Cultural Miguel Hernández (Latina),,1,11633749,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cec4d8bb0abaf710VgnVCM2000001f4a900aRCRD,40.378853797128336,-3.7819616113032115,1,Centro Cultural Miguel Hernández (Latina),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/1955-centro-cultural-miguel-hernandez-latina-.json,19:00,Amanece que no es mucho,11633749
https://datos.madrid.es/egob/catalogo/tipo/evento/11632631-amantes-asesinados-perdiz-federico-garcia-lorca-.json,https://datos.madrid.es/egob/kos/actividades/TeatroPerformance,6240ba1fb7238a7b5ca2d1f0,,,No audience,Sinopsis: adaptación teatral de Teatro Flamenco MT sobre el relato poético que el autor decidió que formase parte de Poeta en Nueva York. Junto a este relato aparecen otros dos Nadadora Sumergida y Suicidio en Alejandría. Duración: 60 min. Edad recomendada: todos los públicos.,2022-04-30 23:59:00.0,2022-04-30 19:00:00.0,Centro Cultural Eduardo Úrculo (Tetuán),,1,11632631,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5bf65b21bc9f710VgnVCM1000001d4a900aRCRD,40.46903299144094,-3.6976620067964996,1,Centro Cultural Eduardo Úrculo (Tetuán),,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/5498725-centro-cultural-eduardo-urculo-tetuan-.json,19:00,Amantes asesinados por una perdiz de Federico García Lorca.,11632631
